Dataset Name,Begin Datetime,End Datetime,Notes,Attribute Description,Resource ID,Resource URL,Resource Format
stadt-wien_ampelnohneakustikkennungstandortewien,2011-05-09,,"Ampelstandorte ohne Akustikkennung, Wien ","BEZIRK: Wiener Gemeindebezirksnummer  

KREUZUNG: Straßenkreuzung (durch Angabe der beiden betroffenen Straßennamen)
",af8892c1-a734-4dd2-800c-5ced96f29ad3,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:AMPELOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_feuerhydrantenstandortewien,2013-03-29,,Feuerhydranten Standorte in Wien ,,b578fb5a-1532-4ff7-ba73-5d0de68b9d79,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:HYDRANTOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_monumentalbrunnenstandortewien,2014-09-26,,"Die MA 31 - Wiener Wasser verwaltet einige Denkmal- und Monumental- sowie
künstlerisch gestaltete Trinkbrunnen der Stadt Wien. Diese Brunnen werten als Sehenswürdigkeiten das Stadtbild auf und dienen der Erfrischung. 
 ","BASIS_NAME: Name des Brunnens  BASIS_TYP: Monumentalbrunnen  BETRIEB: betreuende Stelle  VERWALTUNG: Zuständige Stelle  BAUJAHR: Jahr der Aufstellung   DKM_SCHUTZ: Denkmalbrunnen ja oder nein  KUENSTLER: BildhauerIN des Brunnens   BETRIEB_VON: Betriebsbeginndatum   BETRIEB_BIS: Betriebsenddatum  AKTIV: Zeit des Wasserbetriebs von Uhrzeit bis Uhrzeit
",525cd0ac-6825-4a52-9648-560c1e6951b4,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:MONUMENTALBRUOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_carsharingstandortewien,2013-03-29,,"Standorte der Carsharing Parkplätze in Wien.
 ","BEZEICHNUNG: Name des Standortes  
ADRESSE: Adresse des Standortes  
ORT: Ortsname  
FZG_ANZAHL: Anzahl der Fahrzeuge am Standort  
KATEGORIE: Kategorie der Fahrzeuge  
WEBLINK1: Link zu Carsharing  
BEZIRK: Wiener Gemeindebezirk",f5186180-df4a-4c7e-ad3c-f0242518a597,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:CARSHARINGOGD,CSV
stadt-wien_gehsteigabsenkungwien,2013-12-13,,"Punktförmige Darstellung von Absenkungen der Bordsteine im Gehsteigbereich.
 ","ABSENKUNG: Ist  Höhe des Bordsteines in cm über Fahrbahnniveu (0, 3, 5 cm oder N für nicht abgesenkt)   WERTIGKEIT: Zuordnung der Straße zu Land, Bund oder Gemeinde
",5d73b320-92cf-474f-be0c-c98e7cef3447,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:SISGEHSTEIGABSOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_taktilesleitsystemwien,2013-12-13,,"Darstellung taktiler Leitsysteme (Blindenleitsystem) in Polygonform getrennt nach Belagsarten.
 ",,054ba786-a626-4707-8bab-e13378c8a9de,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BLINDENLEITSYSOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_biotoptypenkartierungwien,2012-01-01,,"Biotoptypenkartierung Wien: selektive, flächige Kartierung der Lebensräume und Biotope gem. der Wiener Naturschutz-Verordnung und der Flora-Fauna-Habitat-Richtlinie (FFH-RL) sowie der Biotope der Rote-Liste-Biotope des Umweltbundesamtes (UBA) auf Grundlage der Phytotop-Kartierung der 1980er-Jahre. ","-GEBIET: Bezirk in Wien oder Teilfläche (z.B. Prater)  

-FFH_TYP: Zusammenfassung der FFH-Biotoptypen 1-3  

-FFHTYP_TXT: Zusammenfassung der Beschreibung der FFH-Biotoptypen 1-3  

-FFH_TYP1: FFH-Biotoptyp 1  

-FFH_TYP2: FFH-Biotoptyp 2  

-FFH_TYP3: FFH-Biotoptyp 3  

-FFH_BES1: Beschreibung des FFH Typs 1  

-UBA_TYP: Zusammenfassung der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 1-3  

-UBATYP_TXT: Zusammenfassung der Beschreibung der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 1-3  

-UBA_TYP1: Biotoptyp der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 1  

-UBA_TYP2: Biotoptyp der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 2  

-UBA_TYP3: Biotoptyp der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 3  

-UBA_B1: Beschreibung des Biotoptyps der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 1  

-VOTE_TYP: Zusammenfassung der Biotoptypen gemäß Wiener Naturschutzverordnung 1-3  

-VOTETYP_TXT: Zusammenfassung der Beschreibung der Biotoptypen gemäß Wiener Naturschutzverordnung 1-3  

-VOTE_TYP1: Biotoptyp gemäß Wiener Naturschutzverordnung 1
  
-VOTE_TYP2: Biotoptyp gemäß Wiener Naturschutzverordnung 2  

-VOTE_TYP3: Biotoptyp gemäß Wiener Naturschutzverordnung 3  

-VOTE_BES1: Beschreibung des Biotoptyps gemäß Wiener Naturschutzverordnung 1  
",7b80f19c-a0f3-4ce9-9b1f-6b8a0b462460,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BTKARTIERUNGOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_biotoptypenkartierungwien,2012-01-01,,"Biotoptypenkartierung Wien: selektive, flächige Kartierung der Lebensräume und Biotope gem. der Wiener Naturschutz-Verordnung und der Flora-Fauna-Habitat-Richtlinie (FFH-RL) sowie der Biotope der Rote-Liste-Biotope des Umweltbundesamtes (UBA) auf Grundlage der Phytotop-Kartierung der 1980er-Jahre. ","-GEBIET: Bezirk in Wien oder Teilfläche (z.B. Prater)  

-FFH_TYP: Zusammenfassung der FFH-Biotoptypen 1-3  

-FFHTYP_TXT: Zusammenfassung der Beschreibung der FFH-Biotoptypen 1-3  

-FFH_TYP1: FFH-Biotoptyp 1  

-FFH_TYP2: FFH-Biotoptyp 2  

-FFH_TYP3: FFH-Biotoptyp 3  

-FFH_BES1: Beschreibung des FFH Typs 1  

-UBA_TYP: Zusammenfassung der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 1-3  

-UBATYP_TXT: Zusammenfassung der Beschreibung der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 1-3  

-UBA_TYP1: Biotoptyp der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 1  

-UBA_TYP2: Biotoptyp der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 2  

-UBA_TYP3: Biotoptyp der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 3  

-UBA_B1: Beschreibung des Biotoptyps der ""Roten Liste der Biotoptypen des Umweltbundesamtes"" 1  

-VOTE_TYP: Zusammenfassung der Biotoptypen gemäß Wiener Naturschutzverordnung 1-3  

-VOTETYP_TXT: Zusammenfassung der Beschreibung der Biotoptypen gemäß Wiener Naturschutzverordnung 1-3  

-VOTE_TYP1: Biotoptyp gemäß Wiener Naturschutzverordnung 1
  
-VOTE_TYP2: Biotoptyp gemäß Wiener Naturschutzverordnung 2  

-VOTE_TYP3: Biotoptyp gemäß Wiener Naturschutzverordnung 3  

-VOTE_BES1: Beschreibung des Biotoptyps gemäß Wiener Naturschutzverordnung 1  
",13fa4ef8-56ad-4252-bf64-9c94c7a1b84a,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BTKLBACHOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_ffentlichzugngigegrnflchenwien,2011-05-09,,"Öffentlich zugängliche Grünflächen und die zugehörigen Zugangspunkte
 ","Flächen: GRUENRM_OEFF_F 
TEXT13ID,C,13 .. Schlüsselfeld  
F_TYP,C,2 ..Flächentyp  
T_TEXT,C,25 .. Name  
T_LANG,C,50 .. Name-Lang  
O,N,9,0 Flags zur Kategorisierung der Bedeutung  
P, N,19,11 .. Flags zur Kategorisierung des Grünflächentyps  
O_UEREG,N,4,0 .. Flag überregional Bedeutung  
O_REGION,N,4,0 .. Flag regional Bedeutung  
O_LOKAL,N,4,0 .. Flag lokale Bedeutung  
P_WLD,N,4,0 .. Flag Wald 
P_WAS,N,4,0 .. Flag Wasser  
P_WIE,N,4,0 .. Flag Wiese  
P_WGT,N,4,0  .. Flag Weingarten  
P_LW,N,4,0  .. Flag landwirtschaftliche Flächen  
P_PK,N,4,0 .. Flag Parklandschaft  
P_GPK,N,4,0  .. Flag Parklandschaft (gross)  
P_GST,N,4,0 .. Flag Gstetten/Ruderalfläche  
P_SGR,N,4,0  .. Flag Schaugrün  
P_AGR,N,4,0  .. Flag Abstandsgrün  
P_RGR,N,4,0 .. Flag Rasengrün  
P_URB,N,4,0 .. Flag urbane Grünflächengestaltung  
Q_MOB,N,4,0 .. Flag Mobiliar  
Q_SPI,N,4,0 .. Flag Spielplatz  
Q_GRI,N,4,0 .. Flag Grillplatz  
Q_HUN,N,4,0 .. Flag Hundezone  
Q_BAB,N,4,0 .. Flag Badeplatz  
Q_WC,N,4,0 .. Flag Toilettanlage  
Q_SPO,N,9,0 .. Flag Sportanlage  
Q_TRB,N,4,0 .. Flag  
UMFANG,N,19,11  
FLAECHE,N,19,11 
Punkte: GRUENRM_ZUGANG_P  
TEXT13ID,C, 13 .. Schlüsselfeld  
P_TYP,C,2 .. Punkt-Typ  
T_TEXT,C,25 .. Name  
T_LANG,C,50 .. Name-Lang  
O,N,9,0 Flags zur Kategorisierung der Bedeutung  
P, N,19,11 .. Flags zur Kategorisierung des Grünflächentyps  
Linien: GRUENRM_ZUGIP_L  
TEXT13ID,C, 13 .. Schlüsselfeld 
LAENGE,N,19,11",d0b1e494-1fe3-4786-93e4-c72c52aebee0,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:OEFFGRUENFLOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_ffentlichzugngigegrnflchenwien,2011-05-09,,"Öffentlich zugängliche Grünflächen und die zugehörigen Zugangspunkte
 ","Flächen: GRUENRM_OEFF_F 
TEXT13ID,C,13 .. Schlüsselfeld  
F_TYP,C,2 ..Flächentyp  
T_TEXT,C,25 .. Name  
T_LANG,C,50 .. Name-Lang  
O,N,9,0 Flags zur Kategorisierung der Bedeutung  
P, N,19,11 .. Flags zur Kategorisierung des Grünflächentyps  
O_UEREG,N,4,0 .. Flag überregional Bedeutung  
O_REGION,N,4,0 .. Flag regional Bedeutung  
O_LOKAL,N,4,0 .. Flag lokale Bedeutung  
P_WLD,N,4,0 .. Flag Wald 
P_WAS,N,4,0 .. Flag Wasser  
P_WIE,N,4,0 .. Flag Wiese  
P_WGT,N,4,0  .. Flag Weingarten  
P_LW,N,4,0  .. Flag landwirtschaftliche Flächen  
P_PK,N,4,0 .. Flag Parklandschaft  
P_GPK,N,4,0  .. Flag Parklandschaft (gross)  
P_GST,N,4,0 .. Flag Gstetten/Ruderalfläche  
P_SGR,N,4,0  .. Flag Schaugrün  
P_AGR,N,4,0  .. Flag Abstandsgrün  
P_RGR,N,4,0 .. Flag Rasengrün  
P_URB,N,4,0 .. Flag urbane Grünflächengestaltung  
Q_MOB,N,4,0 .. Flag Mobiliar  
Q_SPI,N,4,0 .. Flag Spielplatz  
Q_GRI,N,4,0 .. Flag Grillplatz  
Q_HUN,N,4,0 .. Flag Hundezone  
Q_BAB,N,4,0 .. Flag Badeplatz  
Q_WC,N,4,0 .. Flag Toilettanlage  
Q_SPO,N,9,0 .. Flag Sportanlage  
Q_TRB,N,4,0 .. Flag  
UMFANG,N,19,11  
FLAECHE,N,19,11 
Punkte: GRUENRM_ZUGANG_P  
TEXT13ID,C, 13 .. Schlüsselfeld  
P_TYP,C,2 .. Punkt-Typ  
T_TEXT,C,25 .. Name  
T_LANG,C,50 .. Name-Lang  
O,N,9,0 Flags zur Kategorisierung der Bedeutung  
P, N,19,11 .. Flags zur Kategorisierung des Grünflächentyps  
Linien: GRUENRM_ZUGIP_L  
TEXT13ID,C, 13 .. Schlüsselfeld 
LAENGE,N,19,11",fae2e803-f8f4-4b3b-8be6-3c49ae0770d8,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:OEFFGRUENLINGOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_ffentlichzugngigegrnflchenwien,2011-05-09,,"Öffentlich zugängliche Grünflächen und die zugehörigen Zugangspunkte
 ","Flächen: GRUENRM_OEFF_F 
TEXT13ID,C,13 .. Schlüsselfeld  
F_TYP,C,2 ..Flächentyp  
T_TEXT,C,25 .. Name  
T_LANG,C,50 .. Name-Lang  
O,N,9,0 Flags zur Kategorisierung der Bedeutung  
P, N,19,11 .. Flags zur Kategorisierung des Grünflächentyps  
O_UEREG,N,4,0 .. Flag überregional Bedeutung  
O_REGION,N,4,0 .. Flag regional Bedeutung  
O_LOKAL,N,4,0 .. Flag lokale Bedeutung  
P_WLD,N,4,0 .. Flag Wald 
P_WAS,N,4,0 .. Flag Wasser  
P_WIE,N,4,0 .. Flag Wiese  
P_WGT,N,4,0  .. Flag Weingarten  
P_LW,N,4,0  .. Flag landwirtschaftliche Flächen  
P_PK,N,4,0 .. Flag Parklandschaft  
P_GPK,N,4,0  .. Flag Parklandschaft (gross)  
P_GST,N,4,0 .. Flag Gstetten/Ruderalfläche  
P_SGR,N,4,0  .. Flag Schaugrün  
P_AGR,N,4,0  .. Flag Abstandsgrün  
P_RGR,N,4,0 .. Flag Rasengrün  
P_URB,N,4,0 .. Flag urbane Grünflächengestaltung  
Q_MOB,N,4,0 .. Flag Mobiliar  
Q_SPI,N,4,0 .. Flag Spielplatz  
Q_GRI,N,4,0 .. Flag Grillplatz  
Q_HUN,N,4,0 .. Flag Hundezone  
Q_BAB,N,4,0 .. Flag Badeplatz  
Q_WC,N,4,0 .. Flag Toilettanlage  
Q_SPO,N,9,0 .. Flag Sportanlage  
Q_TRB,N,4,0 .. Flag  
UMFANG,N,19,11  
FLAECHE,N,19,11 
Punkte: GRUENRM_ZUGANG_P  
TEXT13ID,C, 13 .. Schlüsselfeld  
P_TYP,C,2 .. Punkt-Typ  
T_TEXT,C,25 .. Name  
T_LANG,C,50 .. Name-Lang  
O,N,9,0 Flags zur Kategorisierung der Bedeutung  
P, N,19,11 .. Flags zur Kategorisierung des Grünflächentyps  
Linien: GRUENRM_ZUGIP_L  
TEXT13ID,C, 13 .. Schlüsselfeld 
LAENGE,N,19,11",4e5da73a-83e9-4c92-85e0-500b0a3ad727,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:OEFFGRUENPKTGOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_kologischeentwicklungsflchenwien,2013-12-13,,"Ökologische Entwicklungsflächen - Wien, Schutzgebietskategorie nach dem Wiener Naturschutzgesetz ","INFORMATION: Hyperlink zu weiteren Informationen auf der wien.at  Umweltschutz-Seite  

RECHTSGRUNDLAGE: Hyperlink zur Rechtsgrundlage im Wiener Rechtsinformationssystem  

BEZEICHNUNG: Objektbezeichnung
",1051e7cd-3def-42c6-97a2-4c947d2e5aab,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:OEKOLENTFLOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_luftmessnetzmeteorologiewien,2012-03-30,,"Standorte des Luftmessnetzes, an denen meteorologische Daten (Temperatur, Wind) gemessen werden.

Die eigentlichen Messwerte sind im OGD-Datensatz ""Luftmessnetz: aktuelle Messdaten Wien"" https://www.data.gv.at/katalog/dataset/d9ae1245-158e-4d79-86a4-2d9b3defbedc angeführt und können über das gemeinsame Attribut ""NAME_KURZ"" verknüpft werden. 
 ","NAME_KURZ,C,4...Kurz-Name / Schlüsselfeld  
NAME,C,25...Lang-Name der Messstation  
ANMERK,C,25...Anmerkung  
STANDORT,C,55...Standortbeschreibung vor Ort  
TOPO,C,50...Topographische Beschreibung des Standortes   
NUTZUNG,C,50...Beschreibung der städtischen Nutzung im Bereich des Standortes   
URL_INFO,C,254...URL für weitere Informationen   
URL_BILD,C,254...URL für kleines Bild   
TEMP,N,5,0...Messwert Temperatur [°C]; Wert -999 bedeutet: Messwert nicht verfügbar   
TEMP_W,N,19,8...Mess-Zeitpunkt im Format jjjjmmdd,hhmm01; Wert -999 bedeutet: Messwert nicht verfügbar   
WIND_V,N,5,0...Messwert Windgeschwindigkeit [km/h] ; Wert -999 bedeutet: Messwert nicht verfügbar   
WIND_VW,N,19,8...Mess-Zeitpunkt im Format jjjjmmdd,hhmm01 ; Wert -999 bedeutet: Messwert nicht verfügbar   
WIND_R,N,5,0...Messwert Windrichtung [Winkel°] ; Wert -999 bedeutet: Messwert nicht verfügbar   
WIND_RW,N,19,8...Mess-Zeitpunkt im Format jjjjmmdd,hhmm01 ; Wert -999 bedeutet: Messwert nicht verfügbar   
LAENGE,C,11...geogr. Länge [°'""]   
BREITE,C,8...geogr. Breite [°'""]   
X,N,10,0...Gauß-Krüger-Koo. [m]   
Y,N,10,0...Gauß-Krüger-Koo. [m]   
H,N,5,0...Seehöhe (Adria) [m]   
H_ANSAUG,N,19,8...Ansaug-Höhe über Grund [m]   
ONR,C,10...Orientierungsnummer   
STRASSE,C,50...Straße   
BEZIRK,N,2,0...Bezirk   
M_WERTE_LU,C,60...Messparameter (Luftqualität)   
M_WERTE_TE,C,60...Messparameter (Meteorologie u.a.)


",3765bc31-387b-49b5-8a52-eb9b266bf129,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:LUFTGUETENETZOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_netzwerknaturwien,2011-12-14,,"Netzwerk Natur - Wiener Arten- und Lebensraumschutzprogramm auf Grundlage des Wiener Naturschutzgesetzes zum Schutz, zur Pflege und zur Förderung seltener Tier- und Pflanzenarten sowie naturnaher Lebensräume in der ganzen Stadt: www.netzwerk-natur.wien.at","ZIEL_BEZ: Ziel des Netzwerk Natur  

ZIEL_BEZ_DET: Beschreibung des Netzwerk Natur Zieles  

ZIEL_BEZ_BESCH: Detailbeschreibung des Netzwerk Natur Zieles  

ZIEL_MASSNAHME_INSTRUMENT: Allgemeine Ziele und Maßnahmenvorschläge
",22cbf23f-9e77-4bde-9544-7b86f39cde9d,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:NETZWERKNATFLOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_netzwerknaturwien,2011-12-14,,"Netzwerk Natur - Wiener Arten- und Lebensraumschutzprogramm auf Grundlage des Wiener Naturschutzgesetzes zum Schutz, zur Pflege und zur Förderung seltener Tier- und Pflanzenarten sowie naturnaher Lebensräume in der ganzen Stadt: www.netzwerk-natur.wien.at","ZIEL_BEZ: Ziel des Netzwerk Natur  

ZIEL_BEZ_DET: Beschreibung des Netzwerk Natur Zieles  

ZIEL_BEZ_BESCH: Detailbeschreibung des Netzwerk Natur Zieles  

ZIEL_MASSNAHME_INSTRUMENT: Allgemeine Ziele und Maßnahmenvorschläge
",cb791faf-17fd-4cc0-9e07-7572e89200ea,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:NETZWERKIBEZFOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_netzwerknaturwien,2011-12-14,,"Netzwerk Natur - Wiener Arten- und Lebensraumschutzprogramm auf Grundlage des Wiener Naturschutzgesetzes zum Schutz, zur Pflege und zur Förderung seltener Tier- und Pflanzenarten sowie naturnaher Lebensräume in der ganzen Stadt: www.netzwerk-natur.wien.at","ZIEL_BEZ: Ziel des Netzwerk Natur  

ZIEL_BEZ_DET: Beschreibung des Netzwerk Natur Zieles  

ZIEL_BEZ_BESCH: Detailbeschreibung des Netzwerk Natur Zieles  

ZIEL_MASSNAHME_INSTRUMENT: Allgemeine Ziele und Maßnahmenvorschläge
",6d017fcd-81dc-42d2-a138-f2925a422e07,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:NETZWERKNATLINOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_netzwerknaturwien,2011-12-14,,"Netzwerk Natur - Wiener Arten- und Lebensraumschutzprogramm auf Grundlage des Wiener Naturschutzgesetzes zum Schutz, zur Pflege und zur Förderung seltener Tier- und Pflanzenarten sowie naturnaher Lebensräume in der ganzen Stadt: www.netzwerk-natur.wien.at","ZIEL_BEZ: Ziel des Netzwerk Natur  

ZIEL_BEZ_DET: Beschreibung des Netzwerk Natur Zieles  

ZIEL_BEZ_BESCH: Detailbeschreibung des Netzwerk Natur Zieles  

ZIEL_MASSNAHME_INSTRUMENT: Allgemeine Ziele und Maßnahmenvorschläge
",944d3bf5-a5bc-416f-9645-24d378a7a1fc,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:NETZWERKIBEZLOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_netzwerknaturwien,2011-12-14,,"Netzwerk Natur - Wiener Arten- und Lebensraumschutzprogramm auf Grundlage des Wiener Naturschutzgesetzes zum Schutz, zur Pflege und zur Förderung seltener Tier- und Pflanzenarten sowie naturnaher Lebensräume in der ganzen Stadt: www.netzwerk-natur.wien.at","ZIEL_BEZ: Ziel des Netzwerk Natur  

ZIEL_BEZ_DET: Beschreibung des Netzwerk Natur Zieles  

ZIEL_BEZ_BESCH: Detailbeschreibung des Netzwerk Natur Zieles  

ZIEL_MASSNAHME_INSTRUMENT: Allgemeine Ziele und Maßnahmenvorschläge
",8e48c9ea-1701-4716-888e-74d9b234b01d,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:NETZWERKNATPKTOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_biosphrenparkwien,2012-03-30,,"Biosphärenpark Wienerwald, Wiener Teil ","ZIEL: Naturschutzfachliches Ziel für die entsprechenden Biosphärenpark-Zonen  

MASSNAHMEN: Naturschutzfachliche Maßnahmen für die entsprechenden Biosphärenpark-Zonen  

INFORMATION: Hyperlink zu weiteren Informationen auf der wien.at  Umweltschutz-Seite  

RECHTSGRUNDLAGE: Hyperlink zur Rechtsgrundlage im Wiener Rechtsinformationssystem  

ZONE:  Zoneneinteilung des Biosphärenpark (Kernzone, Pflegezone, Entwicklungszone)
",2ee91dec-5a74-454b-b69e-76543a2b1666,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BIOSPHPARKFOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_geschtztebiotopewien,2011-12-14,,"Geschützte Biotope, Wien: Schutzgebietskategorie nach dem Wiener Naturschutzgesetz ","INFORMATION: Hyperlink zu weiteren Informationen auf der wien.at  Umweltschutz-Seite  

RECHTSGRUNDLAGE: Hyperlink zur Rechtsgrundlage im Wiener Rechtsinformationssystem  

BEZEICHNUNG: Objektbezeichnung
",240952e6-9d30-4cf0-b185-43b2333d9863,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:GESCHBIOFLOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_geschtztelandschaftsteilewien,2011-12-14,,"Geschützte Landschaftsteile, Wien ","INFORMATION: Hyperlink zu weiteren Informationen auf der wien.at  Umweltschutz-Seite  

RECHTSGRUNDLAGE: Hyperlink zur Rechtsgrundlage im Wiener Rechtsinformationssystem  

BEZEICHNUNG: Objektbezeichnung
",fe87386a-43c6-4920-84c4-f8d3a9d2cf5e,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:GESCHLANDTEILEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_geschtztelandschaftsteilewien,2011-12-14,,"Geschützte Landschaftsteile, Wien ","INFORMATION: Hyperlink zu weiteren Informationen auf der wien.at  Umweltschutz-Seite  

RECHTSGRUNDLAGE: Hyperlink zur Rechtsgrundlage im Wiener Rechtsinformationssystem  

BEZEICHNUNG: Objektbezeichnung
",d2c18540-e00d-4d64-830c-2b5f3a83cb85,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:GESCHLANDTEILEOGD&srsName=EPSG:4326&outputFormat=csv,gml
stadt-wien_landschaftsschutzgebietwien,2011-12-14,,"Landschaftsschutzgebiete, Wien ","INFORMATION: Hyperlink zu weiteren Informationen auf der wien.at  Umweltschutz-Seite
  

RECHTSGRUNDLAGE: : Hyperlink zur Rechtsgrundlage im Wiener Rechtsinformationssystem
  

BEZEICHNUNG: Objektbezeichnung
",1ab6ac0d-802f-408c-8f17-6473463c40b2,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:LANDSCHUTZGEBOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_nationalparkwien,2011-12-14,,"Nationalpark, Gebiet, Wien ","-INFORMATION: Hyperlink zu weiteren Informationen auf der wien.at  Umweltschutz-Seite  

-RECHTSGRUNDLAGE: Hyperlink zur Rechtsgrundlage im Wiener Rechtsinformationssystem  

-ZONE: Zoneneinteilung im Sinne des Wiener Nationalparkgesetzes und der Wiener Nationalparkverordnung (Langtext)  

-ART: Zoneneinteilung im Sinne des Wiener Nationalparkgesetzes und der Wiener Nationalparkverordnung (Abkürzung)
",bc2876f9-4afe-4406-b75c-9bcf3a9bdd40,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:NATIONALPARKOGD_B&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_natura2000faunaflorahabitatrichtliniesciwien,2011-12-14,,"Natura 2000 - Europaschutzgebiete in Wien nach FFH-Richtlinie (Fauna- Flora- Habitatrichtlinie), Site of Community Importance (SCI).  

Gesetzliche Grundlagen:   
Wiener Naturschutzgesetz LGBl. für Wien Nr.45/1998, 
Richtlinie 92/43/EWG des Rates der Europäischen Gemeinschaft (FFH-Richtlinie)
Veröffentlichung u.a. auf Grundlage des Wiener Umweltinformationsgesetz (Wr. UIG)  bzw. der Richtlinie 2003/4/EG über den Zugang der Öffentlichkeit zu Umweltinformationen

 ","BEZEICHNUNG: Objektbezeichnung  
KATEGORIE: Typ des Europaschutzgebietes (in Wien alle Typ c)  
INFORMATION: Hyperlink zu weiteren Informationen auf der wien.at Umweltschutz-Seite  
RECHTSGRUNDLAGE:  Hyperlink zur Rechtsgrundlage im Wiener Rechtsinformationssystem
",555c2c0e-da56-4b63-a585-ff4acba0b8c8,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:NATURA2TOGD&srsName=EPSG:4326&outputFormat=csv,CSV
